BurstID,Candidate name,Heimdall DM (pc cm^-3),Time width (ms),Frequency width (MHz),Center frequency (GHz),S/N,Fluence (Jy),FETCH models,drift,drift err
B523,./cand_tstart_59890.840540500001_tcand_24.6712000_dm_220.88900_snr_11.88240.h5,220.889,12.032,124,1.31,19.932,4.451,"[0.8890403, 0.90513176, 0.010754868999999998, 0.038901653, 0.055030487, 0.9840575999999999, 0.034965195, 0.000410366]",,
B524,./cand_tstart_59890.841929388887_tcand_84.0556000_dm_224.91600_snr_24.19580.h5,224.916,18.24,244,1.35,41.249,8.127,"[0.6368191, 0.97479236, 0.8635758, 0.08351994, 0.06070667, 0.99385613, 0.6171265, 9.92e-06]",,
B525,./cand_tstart_59890.841929388887_tcand_84.128384_dm_224.91600_snr_24.19580.h5,224.916,18.24,192,1.322,49.384,11.837,"[nan, nan, nan, nan, nan, nan, nan, nan]",,
B526,./cand_tstart_59890.843318277781_tcand_52.3986000_dm_218.90300_snr_7.76851.h5,218.903,9.472,128,1.302,12.494,2.413,"[0.029092154, 0.9036158999999999, 0.002068103, 0.000152845, 0.002752425, 0.7319141, 0.0009446910000000001, 0.10741251]",,
B527,./cand_tstart_59890.846096055560_tcand_34.0846000_dm_231.09300_snr_29.72210.h5,231.093,9.344,348,1.534,38.678,4.248,"[0.94904387, 0.99988973, 0.03771284, 0.015566699, 9.94e-10, 0.9364836, 0.9775824000000001, 0.99912316]",,
B528,./cand_tstart_59891.805960648155_tcand_53.5604000_dm_218.94200_snr_53.77260.h5,218.942,8.208,248,1.358,273.166,31.898,"[0.23803754, 0.9999927, 0.99999785, 0.9749401, 0.15255505, 1.0, 0.8492014000000001, 0.9999280999999999]",,
B529,./cand_tstart_59891.810948203711_tcand_57.1900000_dm_220.93200_snr_16.56870.h5,220.932,6.656,236,1.358,19.227,2.03,"[0.99569005, 0.9994629, 0.090285584, 0.45045509999999994, 0.00054811, 0.9947212, 0.6547293000000001, 0.9999708]",,
B530,./cand_tstart_59891.812337092597_tcand_59.4621000_dm_218.90300_snr_17.14770.h5,218.903,4.608,100,1.298,33.687,5.239,"[0.9992378000000001, 0.89407676, 0.9999998999999999, 0.99903417, 0.99999857, 0.9967745000000001, 0.06237209, 0.34932745]",,
B531,./cand_tstart_59891.813725981490_tcand_35.4850000_dm_220.88900_snr_16.95340.h5,220.889,2.304,100,1.298,29.156,3.206,"[0.8394478000000001, 0.9998368000000001, 0.078063965, 0.30573812, 0.004183336, 0.9966646999999998, 0.59922737, 0.00248711]",,
B532,./cand_tstart_59891.817324648146_tcand_65.6404000_dm_220.88900_snr_8.46460.h5,220.889,4.352,240,1.346,10.327,0.864,"[0.99994206, 0.95404243, 0.9999596, 0.9999877, 1.0, 0.99860436, 0.0007632060000000001, 1.0]",,
B533,./cand_tstart_59891.825089981481_tcand_47.5044000_dm_218.90300_snr_16.02620.h5,218.903,7.424,224,1.35,19.729,2.224,"[0.9847355999999999, 0.99707556, 0.36670962, 0.41733903, 0.010884391, 0.7570684, 0.044323787, 0.000347563]",,
B534,./cand_tstart_59892.808275462965_tcand_4.8688600_dm_227.01100_snr_26.10470.h5,227.011,4.608,408,1.498,28.571,2.001,"[1.0, 1.0, 1.0, 0.99999976, 1.0, 1.0, 0.9999931000000001, 0.9999998999999999]",,
B535,./cand_tstart_59892.811874129628_tcand_81.5228000_dm_224.91600_snr_9.28961.h5,224.916,3.84,324,1.41,9.036,0.652,"[0.9998995, 0.9948319, 0.9999895000000001, 0.9999045, 1.0, 0.99985504, 0.79419464, 1.0]",,
B536,./cand_tstart_59892.813263018521_tcand_31.4554000_dm_200.00000_snr_8.09003.h5,200,9.984,156,1.406,7.004,1.065,"[3.9e-06, 3.3799999999999995e-05, 1.17e-06, 0.000250823, 1.0199999999999999e-05, 5.33e-10, 3.27e-07, 3.35e-07]",,
B537,./cand_tstart_59892.814651907407_tcand_94.2075000_dm_229.07300_snr_71.34280.h5,229.073,10.192,276,1.386,144.943,55.124,"[0.58642477, 3.9e-06, 0.29716578, 0.034653768, 0.00264871, 4.21e-06, 2.82e-06, 0.000190598]",,
B538,./cand_tstart_59892.816040796301_tcand_26.8020000_dm_222.89300_snr_18.11510.h5,222.893,7.68,264,1.378,20.777,2.241,"[1.0, 1.0, 1.0, 0.9999764999999999, 1.0, 1.0, 0.99991393, 1.0]",,
B539,./cand_tstart_59893.800578703704_tcand_43.2907000_dm_209.23800_snr_7.24329.h5,209.238,4.864,348,1.55,7.754,0.625,"[0.99953544, 4.78e-06, 2.0300000000000002e-05, 0.005499485, 0.99838054, 0.0007864660000000001, 6.5e-07, 1.0]",,
B540,./cand_tstart_59893.816109370367_tcand_108.8660000_dm_229.01500_snr_16.97150.h5,229.015,7.424,348,1.482,19.735,1.916,"[0.9883716999999999, 0.99999523, 0.551586, 0.5857026, 0.015196333000000001, 0.9999875, 0.9736457000000001, 0.9953519000000001]",,
B541,./cand_tstart_59893.823874703703_tcand_56.3180000_dm_237.43900_snr_13.34580.h5,237.439,21.76,260,1.386,14.728,2.599,"[0.0016839560000000001, 0.5995179, 7.6e-05, 2.03e-07, 0.00037478699999999996, 3.4e-05, 8.1e-06, 1.71e-08]",,
B542,./cand_tstart_59894.790590277778_tcand_9.7008600_dm_227.01100_snr_27.24010.h5,227.011,6.656,344,1.458,37.219,3.479,"[0.9948448000000001, 0.9999998999999999, 0.99867463, 0.8138123, 0.008825638, 1.0, 0.99694663, 0.99970645]",,
B543,./cand_tstart_59894.792800055555_tcand_102.8490000_dm_231.15500_snr_24.11800.h5,231.155,8.192,372,1.518,28.891,2.878,"[0.9999608, 1.0, 0.9718146000000001, 0.5953169, 0.018594226000000002, 1.0, 0.9929300999999999, 0.99927694]",,
B544,./cand_tstart_59894.795577833334_tcand_74.7652000_dm_224.91600_snr_40.05920.h5,224.916,7.68,392,1.434,44.477,4.257,"[0.92124546, 1.0, 0.9989747999999999, 0.8677636000000001, 0.19474041, 1.0, 0.7600279000000001, 0.999323]",,
B545,./cand_tstart_59894.796966722228_tcand_116.5360000_dm_233.18900_snr_74.32530.h5,233.189,9.776,376,1.538,87.03,9.192,"[0.2858303, 1.0, 0.99996567, 0.80688703, 0.000259764, 1.0, 1.0, 0.99997246]",,
B546,./cand_tstart_59894.798355611114_tcand_38.8149000_dm_226.95600_snr_11.20130.h5,226.956,4.608,216,1.346,11.276,1.088,"[0.9999418, 0.94703525, 0.99992764, 0.9999726999999999, 0.99999976, 0.99990034, 0.8590363000000001, 1.0]",,
B547,./cand_tstart_59894.800565388883_tcand_26.4065000_dm_231.09300_snr_8.23191.h5,231.093,11.52,192,1.414,11.173,1.623,"[0.23290429999999995, 0.0009342660000000001, 0.000259348, 0.026673056, 0.003797705, 0.002095878, 1.7899999999999998e-05, 0.9867938]",,
B548,./cand_tstart_59894.801954277777_tcand_57.4988000_dm_226.95600_snr_17.98120.h5,226.956,7.424,252,1.374,22.555,2.515,"[0.8526851999999999, 0.9996575000000001, 0.02548854, 0.004867944, 2.25e-05, 0.47076422, 0.27682444, 0.025639731000000002]",,
B549,./cand_tstart_59894.801954277777_tcand_57.513584_dm_226.95600_snr_17.98120.h5,226.956,9.12,96,1.286,16.336,3.7,"[nan, nan, nan, nan, nan, nan, nan, nan]",,
B550,./cand_tstart_59894.806120944442_tcand_0.9072640_dm_227.01100_snr_27.59570.h5,227.011,4.864,296,1.434,28.921,2.35,"[1.0, 1.0, 1.0, 0.9999969999999999, 1.0, 1.0, 0.9999944, 1.0]",,
B551,./cand_tstart_59894.814707166668_tcand_19.0007000_dm_231.09300_snr_53.69180.h5,231.093,11.008,380,1.446,62.527,7.112,"[0.83361554, 1.0, 0.99999845, 0.99674547, 0.02548333, 1.0, 0.9999998999999999, 0.9810532]",,
B552,./cand_tstart_59894.818873833334_tcand_12.9907000_dm_224.91600_snr_22.53350.h5,224.916,9.312,228,1.342,29.724,4.129,"[0.19666518, 0.99739194, 0.05279552, 0.30356082, 0.000621158, 0.25155744, 0.19716363, 0.7436904999999999]",,
B553,./cand_tstart_59894.822472499996_tcand_67.8420000_dm_235.30500_snr_9.99003.h5,235.305,9.728,228,1.574,10.457,1.593,"[0.007988274, 0.42903134, 0.001702169, 1.99e-05, 0.000262777, 0.05263796, 0.06688423, 2.59e-07]",,
B554,./cand_tstart_59894.825250277776_tcand_36.0460000_dm_229.07300_snr_26.12330.h5,229.073,6.144,404,1.43,30.036,2.552,"[0.97763616, 1.0, 0.99834216, 0.72557294, 0.025597692000000002, 1.0, 0.99550724, 0.99570835]",,
B555,./cand_tstart_59894.830237833332_tcand_109.1110000_dm_233.18900_snr_13.09270.h5,233.189,7.68,212,1.59,11.656,1.628,"[0.9693363000000002, 0.9803687, 0.030017883, 0.00178021, 0.007279285, 0.9989336, 0.017548572, 0.9806265]",,
B556,./cand_tstart_59894.839392055554_tcand_15.0566000_dm_218.90300_snr_10.97720.h5,218.903,0.768,108,1.334,14.746,0.773,"[0.004850006, 0.9586949, 0.00026362900000000003, 0.9941261, 0.4721002, 0.9998894, 0.40109164, 0.9962753000000001]",,
B557,./cand_tstart_59898.782037037032_tcand_24.201912_dm_220.93200_snr_25.14040.h5,220.932,19.04,288,1.49,11.17,1.828,"[nan, nan, nan, nan, nan, nan, nan, nan]",,
B558,./cand_tstart_59898.782037037032_tcand_24.2726000_dm_220.93200_snr_25.14040.h5,220.932,4.608,148,1.382,51.81,5.517,"[0.99999917, 0.99999344, 1.0, 0.99994755, 1.0, 1.0, 0.9820565, 1.0]",,
B559,./cand_tstart_59898.783425925925_tcand_30.2770000_dm_216.93500_snr_10.02190.h5,216.935,4.608,116,1.298,16.122,2.228,"[0.9999075999999999, 0.8785225, 0.9999802, 0.99936193, 0.99999416, 0.9947448, 0.21228072, 0.99999976]",,
B560,./cand_tstart_59898.784814814811_tcand_5.1934400_dm_231.09300_snr_10.46810.h5,231.093,5.12,216,1.63,15.154,1.728,"[0.9998597, 0.9818045, 0.9998946, 0.9998611, 0.99999654, 0.99565256, 0.016029704, 0.999992]",,
B561,./cand_tstart_59898.791191259261_tcand_47.1470000_dm_229.01500_snr_16.13680.h5,229.015,6.656,336,1.57,17.071,1.557,"[0.9992556999999999, 0.9982406999999999, 0.053896382, 0.012270946000000001, 0.0014905920000000002, 0.7998616999999999, 0.46392083, 0.99998975]",,
B562,./cand_tstart_59898.793969037040_tcand_115.5110000_dm_224.96600_snr_46.13750.h5,224.966,5.872,272,1.374,77.179,7.278,"[0.35813403, 0.9982261, 0.999892, 0.14510387, 0.00303865, 0.9819758, 0.20119311, 0.9439719000000001]",,
B563,./cand_tstart_59898.795357925927_tcand_45.7115000_dm_243.96000_snr_14.98410.h5,243.96,21.44,172,1.402,14.622,3.082,"[5.54e-06, 0.029024364, 0.008277714, 9.65e-06, 2.58e-06, 2.9e-06, 0.019546252, 1.1199999999999999e-11]",,
B564,./cand_tstart_59898.796178814810_tcand_79.0135000_dm_229.01500_snr_11.18020.h5,229.015,11.008,200,1.338,14.814,2.365,"[0.5473454000000001, 0.99926835, 0.013169521000000002, 0.09266151, 0.043473143, 0.9999870000000001, 0.9352825000000001, 0.9996289]",,
B565,./cand_tstart_59898.797567703696_tcand_56.1319000_dm_239.59400_snr_9.45078.h5,239.594,9.728,84,1.282,19.351,4.373,"[0.72613966, 0.95907587, 0.000230781, 0.0041377259999999996, 0.009865788, 0.9610365, 0.0074502909999999995, 0.022875361]",,
B566,./cand_tstart_59898.798956592589_tcand_29.9044000_dm_237.43900_snr_21.45200.h5,237.439,9.696,308,1.582,25.486,2.851,"[0.43872303, 1.0, 0.9866638000000001, 0.076734394, 0.0018794520000000002, 0.99999905, 0.99754816, 0.9996761000000001]",,
B567,./cand_tstart_59898.798956592589_tcand_95.5982000_dm_235.30500_snr_17.92390.h5,235.305,8.704,288,1.37,21.023,2.326,"[0.86583424, 0.9999994000000001, 0.98839927, 0.2352179, 0.000352355, 0.992818, 0.9956981, 0.9936208000000001]",,
B568,./cand_tstart_59898.801734370369_tcand_118.3910000_dm_227.01100_snr_24.21580.h5,227.011,5.376,268,1.554,35.522,3.445,"[0.99743134, 0.99999976, 0.36742482, 0.41825029999999996, 0.03260833, 0.99999905, 0.93360126, 0.9808925]",,
B569,./cand_tstart_59898.805333037031_tcand_9.2945900_dm_229.07300_snr_66.46330.h5,229.073,11.84,344,1.414,78.2,9.294,"[0.001127702, 0.6981958, 0.005708787, 0.108891845, 0.003728858, 0.0077770619999999995, 0.00042868800000000004, 5.889999999999999e-09]",,
B570,./cand_tstart_59898.806721925925_tcand_47.1562000_dm_224.91600_snr_54.17590.h5,224.916,3.328,256,1.394,65.414,4.435,"[0.99999964, 1.0, 1.0, 0.99999976, 1.0, 1.0, 0.99999785, 1.0]",,
B571,./cand_tstart_59898.808110814811_tcand_61.8651000_dm_224.91600_snr_8.36022.h5,224.916,6.656,304,1.378,8.965,0.811,"[0.99999523, 0.9445747999999999, 0.9998242, 0.9998945, 0.99999905, 0.9999825000000001, 0.35983106, 1.0]",,
B572,./cand_tstart_59898.811709481481_tcand_91.9093000_dm_224.91600_snr_7.77944.h5,224.916,18.688,228,1.362,11.647,2.083,"[0.00053376, 0.000333856, 2.01e-06, 1.63e-06, 0.000622954, 6.66e-06, 5.68e-08, 1.53e-08]",,
B573,./cand_tstart_59898.811709481481_tcand_91.9274000_dm_205.49300_snr_9.14782.h5,205.493,26.112,236,1.366,9.237,1.912,"[0.000152065, 0.000140533, 2.05e-06, 5.21e-06, 0.000620592, 3.2200000000000005e-07, 4.87e-08, 1.92e-08]",,
B574,./cand_tstart_59898.815876148146_tcand_48.0317000_dm_224.91600_snr_18.28850.h5,224.916,5.632,260,1.378,21.473,1.928,"[1.0, 1.0, 1.0, 0.9994474, 1.0, 1.0, 0.9988638000000001, 1.0]",,
B575,./cand_tstart_59898.815876148146_tcand_55.5652000_dm_224.91600_snr_12.91130.h5,224.916,3.776,304,1.546,13.988,1.038,"[0.9999986999999999, 1.0, 1.0, 0.99952483, 1.0, 1.0, 0.92177594, 1.0]",,
B576,./cand_tstart_59898.817265037040_tcand_49.3235000_dm_220.88900_snr_45.89070.h5,220.889,14.08,240,1.366,57.004,8.574,"[0.038062382, 0.98140085, 0.010688968, 0.20944917, 0.28107136, 0.0005574309999999999, 0.002016874, 6.98e-10]",,
B577,./cand_tstart_59898.818653925926_tcand_62.3571000_dm_233.25500_snr_64.57140.h5,233.255,9.76,472,1.502,80.146,7.365,"[0.6590176, 1.0, 0.9984443999999999, 0.55457807, 9.93e-05, 1.0, 1.0, 0.9982622]",,
B578,./cand_tstart_59898.825030370368_tcand_82.0878000_dm_218.94200_snr_31.74880.h5,218.942,1.984,220,1.35,68.16,4.061,"[0.9999783000000001, 1.0, 1.0, 1.0, 1.0, 0.99998415, 0.8648943000000001, 0.9999964]",,
B579,./cand_tstart_59899.782939814817_tcand_26.9084000_dm_231.09300_snr_8.95695.h5,231.093,6.144,180,1.33,11.291,1.388,"[0.79396677, 0.9956993000000001, 0.009216621999999999, 0.000859708, 0.002186163, 0.9927545, 0.0227601, 0.996633]",,
B580,./cand_tstart_59899.784328703703_tcand_111.0190000_dm_226.95600_snr_34.87190.h5,226.956,12.16,232,1.582,19.543,3.232,"[0.049574673, 0.611007, 0.000331995, 0.000173218, 9.3e-09, 6.110000000000001e-07, 2.7399999999999995e-05, 2.16e-10]",,
B581,./cand_tstart_59899.784328703703_tcand_111.024168_dm_226.95600_snr_34.87190.h5,226.956,9.92,340,1.57,29.333,3.319,"[nan, nan, nan, nan, nan, nan, nan, nan]",,
B582,./cand_tstart_59899.784328703703_tcand_27.9985000_dm_220.93200_snr_80.43600.h5,220.932,9.728,492,1.494,839.897,316.583,"[0.5099138, 0.9267101000000001, 0.6131229, 0.91863304, 0.9987294, 0.17790017, 0.22854364, 4.1700000000000004e-07]",,
B583,./cand_tstart_59899.784328703703_tcand_67.3550000_dm_226.95600_snr_21.89890.h5,226.956,12.032,260,1.378,26.605,3.626,"[0.0031050229999999997, 0.28435609999999995, 0.0013895670000000002, 4.52e-07, 0.000386799, 4.12e-08, 6.57e-05, 1.45e-13]",,
B584,./cand_tstart_59899.784328703703_tcand_88.4379000_dm_233.18900_snr_62.70310.h5,233.189,9.728,388,1.546,72.528,7.533,"[0.88864046, 1.0, 0.56488603, 0.07477916, 0.000223729, 0.98614883, 0.9990995999999999, 0.28189316]",,
B585,./cand_tstart_59899.789316259259_tcand_1.6496600_dm_220.93200_snr_25.21390.h5,220.932,6.368,248,1.37,33.045,3.343,"[0.6831646, 1.0, 0.9935586, 0.5558029000000001, 0.18389034, 0.99999964, 0.89417464, 0.9996107]",,
B586,./cand_tstart_59899.792094037039_tcand_22.7910000_dm_220.88900_snr_29.58790.h5,220.889,1.792,140,1.446,38.864,2.468,"[1.0, 0.9999908000000002, 1.0, 0.9999982, 1.0, 1.0, 0.96296704, 1.0]",,
B587,./cand_tstart_59899.793482925932_tcand_4.3455700_dm_226.95600_snr_7.85007.h5,226.956,6.4,336,1.57,9.381,0.832,"[0.39434266, 0.003473763, 3.76e-05, 0.009909885, 0.003081806, 0.9952441999999999, 0.000182137, 0.9999795]",,
B588,./cand_tstart_59899.798470481481_tcand_116.9700000_dm_231.15500_snr_27.83840.h5,231.155,16.896,256,1.61,31.16,5.613,"[0.001766143, 0.9971004000000001, 1.85e-05, 0.21488486, 0.00010920799999999999, 0.38972290000000004, 0.28611904, 4.38e-08]",,
B589,./cand_tstart_59899.799859370367_tcand_51.5292000_dm_224.91600_snr_7.92830.h5,224.916,4.864,316,1.478,12.351,0.979,"[0.9999229, 0.9909395000000001, 0.9999583000000001, 0.9999726999999999, 0.9999998999999999, 0.9999939, 0.09853896, 1.0]",,
B590,./cand_tstart_59899.806235814816_tcand_46.3603000_dm_233.18900_snr_19.96050.h5,233.189,7.696,356,1.558,21.207,2.002,"[0.32246754, 0.9999924000000001, 0.041488927, 0.018867197, 2.9999999999999997e-05, 0.9595229, 0.5558123, 0.8240695]",,
B591,./cand_tstart_59899.807624703702_tcand_11.7129000_dm_224.91600_snr_8.21411.h5,224.916,6.912,52,1.274,13.28,3.464,"[0.0017027479999999998, 0.00016858099999999998, 8.86e-07, 6.23e-06, 6.3e-05, 8.149999999999999e-05, 7.48e-07, 4.37e-07]",,
B592,./cand_tstart_59899.807624703702_tcand_31.2449000_dm_224.96600_snr_9.36556.h5,224.966,5.376,260,1.522,13.192,1.214,"[0.9999998999999999, 0.9998412, 1.0, 0.9979693000000001, 1.0, 0.99999905, 0.8521286, 1.0]",,
B593,./cand_tstart_59899.807624703702_tcand_93.4804000_dm_222.89300_snr_9.32926.h5,222.893,6.912,172,1.314,9.501,1.28,"[5.98e-06, 3.17e-05, 1.69e-06, 6.21e-07, 0.001757765, 8.51e-05, 0.00010029, 0.99987614]",,
B594,./cand_tstart_59900.775833333333_tcand_19.7824000_dm_222.89300_snr_12.45590.h5,222.893,15.36,156,1.334,8.78,1.825,"[0.99321884, 0.45072055, 0.9995844000000002, 0.99951136, 0.9999844000000001, 0.99779236, 0.9030870000000001, 0.99999976]",,
B595,./cand_tstart_59900.775833333333_tcand_19.787616_dm_222.89300_snr_12.45590.h5,222.893,5.92,112,1.294,19.786,3.377,"[nan, nan, nan, nan, nan, nan, nan, nan]",,
B596,./cand_tstart_59900.777222222227_tcand_101.2200000_dm_224.91600_snr_12.66160.h5,224.916,2.496,324,1.418,15.402,0.881,"[0.9999931999999999, 0.99718827, 1.0, 0.9994886000000001, 0.99999976, 0.99997413, 0.4388723, 1.0]",,
B597,./cand_tstart_59900.777222222227_tcand_38.8466000_dm_229.01500_snr_24.98170.h5,229.015,6.576,416,1.53,28.54,2.371,"[0.99189067, 1.0, 0.7671874, 0.8271993000000001, 0.019384675, 1.0, 0.9738761999999999, 0.99802893]",,
B598,./cand_tstart_59900.777222222227_tcand_56.2139000_dm_229.01500_snr_46.18140.h5,229.015,8.064,420,1.53,51.835,4.738,"[0.7827446, 0.9999995, 0.73706615, 0.55115074, 0.00040084699999999997, 0.99963963, 0.9906908000000001, 0.9999579]",,
B599,./cand_tstart_59900.778611111113_tcand_106.3740000_dm_220.88900_snr_11.03840.h5,220.889,5.12,100,1.298,17.664,2.804,"[0.9999466999999999, 0.99640214, 0.9999021, 0.99994445, 0.9999908000000002, 0.9995148000000001, 0.88655394, 0.9992774]",,
B600,./cand_tstart_59900.778611111113_tcand_13.9335000_dm_226.95600_snr_23.35120.h5,226.956,6.656,264,1.37,29.473,2.851,"[0.6081468000000001, 0.99931514, 0.29376679999999994, 0.10689309, 1.22e-06, 0.869981, 0.17251576, 0.64383256]",,
B601,./cand_tstart_59900.780000000006_tcand_62.0716000_dm_224.96600_snr_16.79880.h5,224.966,4.128,220,1.63,23.997,2.457,"[0.99824667, 0.000680003, 0.9994350000000001, 0.85493034, 0.9906176, 8.05e-07, 0.000113146, 0.80651206]",,
B602,./cand_tstart_59900.780000000006_tcand_69.3888000_dm_231.09300_snr_126.30700.h5,231.093,6.544,448,1.478,133.743,14.055,"[0.72459376, 1.0, 0.9999969999999999, 0.9998876, 0.037967816, 1.0, 0.9999074, 0.99999774]",-15.1776,0.10075
B603,./cand_tstart_59900.782209777783_tcand_93.8954000_dm_220.88900_snr_21.75960.h5,220.889,9.92,196,1.334,23.363,3.395,"[0.00135364, 0.98821104, 8.72e-05, 0.07642013, 0.00079513, 0.81708205, 0.05625969, 2.2200000000000004e-08]",,
B604,./cand_tstart_59900.782209777783_tcand_93.901288_dm_220.88900_snr_21.75960.h5,220.889,3.68,128,1.302,31.991,3.851,"[nan, nan, nan, nan, nan, nan, nan, nan]",,
B605,./cand_tstart_59900.783598666669_tcand_2.3185900_dm_231.09300_snr_38.19200.h5,231.093,6.832,452,1.462,40.559,3.368,"[0.6958254, 1.0, 0.9857896, 0.8185756, 2.2899999999999998e-05, 0.9888170000000001, 0.9951879000000001, 0.09857529]",-7.7026,0.63939
B606,./cand_tstart_59900.787765333342_tcand_65.7950000_dm_226.95600_snr_20.45930.h5,226.956,7.344,196,1.346,27.965,3.405,"[0.5646962, 0.9999931000000001, 0.043207817, 0.039688516, 0.001027686, 0.6971851, 0.039695412, 0.9998858]",,
B607,./cand_tstart_59900.787765333342_tcand_66.8782000_dm_220.88900_snr_20.20290.h5,220.889,5.328,196,1.338,27.239,2.825,"[0.8934685, 0.6867895, 0.037238747, 0.038063854, 0.00205583, 0.000206253, 0.002141816, 1.74e-07]",,
B608,./cand_tstart_59900.789975111111_tcand_50.1295000_dm_227.01100_snr_13.97050.h5,227.011,5.248,252,1.566,20.573,2.017,"[1.0, 1.0, 1.0, 0.99962175, 1.0, 1.0, 0.96066904, 1.0]",,
B609,./cand_tstart_59900.794141777777_tcand_66.1276000_dm_222.89300_snr_9.66475.h5,222.893,3.072,324,1.534,15.377,0.976,"[0.99999917, 1.0, 1.0, 0.9998895000000001, 1.0, 1.0, 0.9999857, 1.0]",,
B610,./cand_tstart_59900.795530666670_tcand_108.6120000_dm_220.88900_snr_11.06020.h5,220.889,7.68,72,1.274,23.214,5.443,"[0.76289696, 0.9988865, 0.0050993390000000005, 0.000903717, 0.000299289, 0.67184573, 0.01200907, 5.27e-05]",,
B611,./cand_tstart_59900.795530666670_tcand_96.1613000_dm_233.25500_snr_109.65500.h5,233.255,7.584,456,1.51,186.771,21.166,"[0.5051683, 1.0, 0.99999917, 0.9344454, 0.00191306, 1.0, 1.0, 0.99663794]",-16.8379,0.035
B612,./cand_tstart_59900.796919555556_tcand_64.4713000_dm_229.01500_snr_12.05730.h5,229.015,7.248,316,1.49,16.284,1.629,"[0.6874343, 0.999423, 0.025569089, 8.75e-05, 4.9e-05, 0.42264423, 0.000177965, 0.8988824000000001]",,
B613,./cand_tstart_59900.799129333333_tcand_15.1302000_dm_224.91600_snr_44.69280.h5,224.916,6.144,256,1.406,57.887,5.429,"[0.46598494, 1.0, 0.9999976, 0.9464176999999999, 0.18747261, 0.99999964, 0.9973264999999999, 0.9972409999999999]",-11.5695,0.4997
B614,./cand_tstart_59900.801907111112_tcand_77.3265000_dm_227.01100_snr_13.64890.h5,227.011,4.592,224,1.626,18.488,1.828,"[0.99995124, 0.9993438, 0.999964, 0.9999689, 0.9999981, 0.99842453, 0.38220567, 0.9999937]",-6.9993,0.4541
B615,./cand_tstart_59900.805505777782_tcand_69.48128399999999_dm_226.95600_snr_73.70780.h5,226.956,16.8,196,1.342,44.492,8.413,"[nan, nan, nan, nan, nan, nan, nan, nan]",-6.2129,0.154
B616,./cand_tstart_59900.805505777782_tcand_69.4977000_dm_226.95600_snr_73.70780.h5,226.956,12.16,204,1.346,104.82,16.423,"[0.45726532, 0.99999917, 0.5819517, 0.13962911, 0.002451422, 0.99998045, 0.75190187, 0.99629575]",-12.4828,0.72
B617,./cand_tstart_59900.808283555562_tcand_18.9388000_dm_231.09300_snr_53.21250.h5,231.093,11.52,284,1.598,58.61,7.894,"[0.49019304, 1.0, 0.04690695, 0.1552184, 0.00012211, 1.0, 0.999977, 0.84278446]",-5.31143,0.19655
B618,./cand_tstart_59900.808283555562_tcand_18.955504_dm_231.09300_snr_53.21250.h5,231.093,17.44,448,1.462,18.619,2.439,"[nan, nan, nan, nan, nan, nan, nan, nan]",-15.6144,0.06143
B619,./cand_tstart_59900.808283555562_tcand_83.7280000_dm_239.59400_snr_12.33390.h5,239.594,10.224,152,1.662,22.615,3.835,"[0.000366909, 0.001930364, 4.1200000000000005e-05, 3.4899999999999995e-05, 0.000115134, 2.84e-07, 1.26e-05, 7.320000000000001e-08]",-5.0183,0.3752
B620,./cand_tstart_59900.813271111110_tcand_84.4528000_dm_224.91600_snr_32.62020.h5,224.916,6.336,216,1.346,46.845,5.168,"[0.69526714, 0.99999833, 0.9993850000000001, 0.6842709, 0.34099036, 0.9992525, 0.8947879999999999, 0.99489516]",-19.466,0.0456
B621,./cand_tstart_59900.814659999996_tcand_14.888132_dm_227.01100_snr_29.40800.h5,227.011,11.52,196,1.342,35.201,5.512,"[nan, nan, nan, nan, nan, nan, nan, nan]",-8.4999,0.5186
B622,./cand_tstart_59900.814659999996_tcand_14.9229000_dm_227.01100_snr_29.40800.h5,227.011,5.888,184,1.33,42.393,4.95,"[0.99999905, 0.9441363000000002, 1.0, 0.9995695, 1.0, 0.9999348, 0.63416886, 0.99981934]",-5.2859,0.6382
B623,./cand_tstart_59900.817437777776_tcand_90.0988000_dm_224.91600_snr_14.95890.h5,224.916,5.376,312,1.41,17.83,1.537,"[0.8928573000000001, 0.9899726000000001, 0.012132634, 0.08017412, 0.001311158, 0.949139, 0.35249725, 0.106649704]",-8.5635,0.1455
B624,./cand_tstart_59900.820215555555_tcand_9.9265300_dm_227.01100_snr_39.72270.h5,227.011,4.72,344,1.542,52.253,3.892,"[0.5458006999999999, 1.0, 0.93390954, 0.96559805, 0.00094249, 0.98739296, 0.93799746, 0.99693394]",-4.5029,0.34606
B625,./cand_tstart_59900.822425333332_tcand_80.5397000_dm_220.88900_snr_184.62700.h5,220.889,7.952,484,1.498,629.616,145.807,"[0.1363159, 1.0, 0.9234501, 0.48833290000000007, 0.012235972, 0.99996483, 0.99947053, 0.95222986]",-16.7953,0.02799
B626,./cand_tstart_59901.767303240740_tcand_15.1005000_dm_229.01500_snr_7.62166.h5,229.015,4.864,156,1.318,12.473,1.486,"[0.9994499, 0.86448234, 0.028236905, 0.7960024, 0.9964299999999999, 0.8365809000000001, 0.10952084, 0.99993396]",-6.2016,0.0941
